ID;Nombre;Descripcion;EdadMinima;EdadMaxima;Duracion;NumeroJugadoresMinimo;NumeroJugadoresmaximo;Puntuacion;NumUsos;Objetivo;Tipo;ImagenURL;Fuente
171;Juego 3 contra 3 con colocador en movimiento;En cada campo se colocan 3 jugadores y el colocador se sitúa en la mitad de uno de los campos. El entrenador lanza un balón a uno de los jugadores y se monta la jugada acabando en remate suave. Tras ello, rápidamente el colocador se desplaza por debajo de la red al otro campo y se monta la jugada en el mismo. El ejercicio continúa hasta que el balón cae al suelo.;6;99;10;8;16;0;0;Defensa;Técnica;;1019 ejercicios/pág.139
172;Contraataque en situación de estrés;En cada campo se colocan 3 jugadores de campo y un colocador. El entrenador lanza un balón a uno de los jugadores y se monta jugada, permitiendo solamente el remate desde zona zaguera. Si el balón cae al suelo, el entrenador lanza rápidamente otro balón al equipo que ha perdido el punto, sin parar el juego.;14;99;10;8;16;0;0;Defensa;Técnica;;1020 ejercicios/pág.139
173;Remate directo al compañero;Por parejas, A toma un balón y lo remata por encima de la red, que se encuentra a una altura cómoda de remate, B lo toma con las manos y se lo devuelve a A haciéndolo rodar por el suelo. Tras 20 remates, los jugadores se intercambian los papeles.;14;99;10;8;16;0;0;Defensa;Técnica;;1021 ejercicios/pág.139
174;Defensa de remate desde un banco;Por tríos, A se sitúa encima de un banco y realiza un remate a B. Este lo debe recibir correctamente hacia delante y pasárselo a C, que se encuentra entre ambos. Por último, C le pasa de vuelta el balón a A y se repite el ejercicio. ;14;99;10;8;16;0;0;Saque;Técnica;;1022 ejercicios/pág.139
175;Defensa de remate suave;Por parejas, A lanza un balón suave por encima de la red y B lo debe recibir intentando que el balón vaya cerca de la red. A pasa por debajo de la misma y toma el balón para repetirlo.;6;99;10;8;16;0;0;Saque;Táctica;;1023 ejercicios/pág.139
176;Defensa de remate múltiple;En grupos de 5, B se sitúa de cara hacia el resto. Los cuatro compañeros restantes realizan un remate suave hacia B y éste lo recibe devolviendo el balón hacia sus compañeros. Tras haber recibido correctamente 15 remates, otro jugador pasa al papel de B, y B pasa a ser uno de los rematadores. El ejercicio termina cuando los 5 jugadores han recibido todos los balones.;14;99;10;8;16;0;0;Saque;Técnica;;1024 ejercicios/pág.139
177;Saque apuntando a un compañero;A y B se turnan para realizar un saque a C, que se encuentra en el campo contrario. C debe ser capaz de recibir el saque y pasárselo a D, que tomará el balón y se lo volverá a pasar a A y a B.;14;99;10;8;16;0;0;Bloqueo;Táctica;;1025 ejercicios/pág.139
178;Saque apuntando a un compañero y terminando la jugada;A y B se turnan para realizar un saque a C, que se encuentra en el campo contrario. Este debe ser capaz de recibir el balón hacia su colocador, que colocará la pelota y C, u otro compañero, acabará la jugada con un remate.;14;40;10;8;16;0;0;Bloqueo;Técnica;;1026 ejercicios/pág.139
179;Bloqueo simple;Por parejas, A y B se sitúan pegados a la red. A lanza un balón por encima y B lo baja hacia el suelo con el gesto de bloqueo. Tras 15 repeticiones, A y B se intercambian los papeles.;6;40;10;2;16;0;0;Bloqueo;Técnica;;1027 ejercicios/pág.139
180;Bloqueo por zona 3 y 6;Por tríos, A realiza un remate desde zona 4 por encima de la red y C bloquea. Tras ello, B realiza un remate desde zona 3 y C se desplaza hasta allí y bloquea el remate. Tras 10 remates, otro jugador pasa a realizar el bloqueo.;14;40;10;2;16;0;0;Recepción;Técnica;;1028 ejercicios/pág.139
181;Bloqueo y desplazamiento de defensa;Por tríos, A salta en la red sosteniendo el balón, y B empuja la bola con el gesto de bloqueo. Tras ello, C lanza un balón complicado en el campo de B, y este lo recibí con desplazamiento.;5;40;12;8;16;0;0;Equilibrado;Técnica;;1029 ejercicios/pág.139
182;Gestos de voleibol con globo;Cada jugador toma un globo y realiza 10 toques de antebrazos y 10 toques de dedos. El ejercicio se termina cuando todos los jugadores lo han conseguido completar sin que el globo toque el suelo.;14;99;10;8;16;0;0;Remate;Físico;;1030 ejercicios/pág.139
183;Coordinación óculo-manual con globos;Cada jugador toma dos globos y los golpea simultáneamente con las palmas de mano izquierda y derecha. Se debe intentar mantener los dos globos en el aire a la vez el mayor tiempo que se pueda.;14;99;10;8;16;0;0;Equilibrado;Físico;;1031 ejercicios/pág.139
184;Remate con globo;Cada jugador toma un globo y lo lanza al aire por encima de su cabeza. Tras realizar un pequeño salto, el jugador debe golpear el globo con la palma de la mano apuntando hacia el suelo.;14;40;10;8;16;0;0;Defensa;Físico;;1032 ejercicios/pág.139
185;Imitación de desplazamientos;Organizados en el campo como indica la imagen, los distintos jugadores se moverán para realizar los desplazamientos de defensa. El entrenador los podrá parar en determinados momentos para que quedan fijados y se den cuenta de la posición corporal. Los puntos rojos son los líberos y las líneas, el desplazamiento a realizar.;4;18;5;1;99;0;0;Recepción;Técnica;./images/ejer26.png;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
186;Movimientos con los ojos cerrados;Se mandará recorrer una distancia corta, lanzar un balón o pelota pequeña a una determinada zona del campo o correr una distancia en un tiempo dado, con los ojos cerrados, con el objetivo de aumentar la consciencia del campo para el jugador.;14;40;5;1;99;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
187;Pases de balón a zona alejada;Realizar una serie de pases adelantados en carrera por parejas, capturar el balón antes de que salga por la línea final del campo.;4;40;8;2;20;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
188;Salidas en carrera;Salidas en carrera por parejas en distintas posiciones del campo, específicas o no, a coger un balón lanzado adelante, compitiendo con el compañero.;4;40;5;2;40;0;0;Equilibrado;Físico;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
189;Salidas en carrera tocando línea;Salidas en carrera por parejas o cuartetos desde línea de fondo, tocando la línea de mitad de campo y volviendo corriendo a la zona de partida. 10 repeticiones intercaladas con 10 segundos de descanso.;4;40;6;2;40;0;0;Equilibrado;Físico;./images/ejer27.png;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
190;Desplazamientos bordeando obstáculos;Sobre dos referencias separadas 2-4 metros, pueden ser conos o aros,  el jugador realizará desplazamientos bordeándolas. Cada vez realizará un tipo de desplazamiento diferente al anterior, pudiendo ser recto,lateral o con paso cruzado.;4;40;5;2;20;0;0;Equilibrado;Físico;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
191;Pareja de sombra;Por parejas, uno ejecuta rápidamente distintos tipos de desplazamientos y acciones comunicados por el entrenador y el compañero actuará como espejo desplazándose y realizando los ejercicios tan rápidamente como pueda e imitando al compañero.;4;40;5;2;40;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
192;Robo de balón en sprint;Aceleración del jugador para interceptar un balón que se pasan a ritmo constante dos compañeros en una posición estática. Distancia a la línea de pase 3m.;4;40;5;2;40;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
193;Bloqueo y desplazamiento de defensa;Por tríos, A salta en la red sosteniendo el balón, y B empuja la bola con el gesto de bloqueo. Tras ello, C lanza un balón complicado en el campo de B, y este lo recibí con desplazamiento.;14;99;10;8;16;0;0;Equilibrado;Técnica;;1010 ejercicios/pág.139
194;Gestos de voleibol con globo;Cada jugador toma un globo y realiza 10 toques de antebrazos y 10 toques de dedos. El ejercicio se termina cuando todos los jugadores lo han conseguido completar sin que el globo toque el suelo.;14;99;10;8;16;0;0;Remate;Físico;;1011 ejercicios/pág.139
195;Coordinación óculo-manual con globos;Cada jugador toma dos globos y los golpea simultáneamente con las palmas de mano izquierda y derecha. Se debe intentar mantener los dos globos en el aire a la vez el mayor tiempo que se pueda.;14;99;10;8;16;0;0;Equilibrado;Físico;;1012 ejercicios/pág.139
196;Remate con globo;Cada jugador toma un globo y lo lanza al aire por encima de su cabeza. Tras realizar un pequeño salto, el jugador debe golpear el globo con la palma de la mano apuntando hacia el suelo.;14;99;10;8;16;0;0;Equilibrado;Físico;;1013 ejercicios/pág.139
197;Calentamiento básico 6;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 30 segundos. Se procederá a: hacer círculos con los hombros, levantar las rodillas balanceando los brazos, hacer pequeños balanceos sobre la espalda y levantar las rodillas.;14;99;10;8;16;0;0;Equilibrado;Físico;;1014 ejercicios/pág.139
198;Calentamiento básico 7;"El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 30 segundos. Se procederá a: hacer ""8""s con ambos brazos, hacer círculos de hombros inclinados hacia delante, tocar ambos pies con la mano contraria y levantar ambos brazos.";14;99;10;8;16;0;0;Equilibrado;Físico;;1015 ejercicios/pág.139
199;Calentamiento básico 8;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 40 segundos. Se procederá a: arquear y hundir la espalda estando apoyado en el suelo sobre manos y rodillas, elevar ambos brazos apoyando el peso del cuerpo sobre la pierna derecha y luego izquierda, e inclinarse hacia atrás doblando ligeramente las rodillas con las piernas separadas(sin forzar, se intentará tocar los talones con las manos).;14;99;10;8;16;0;0;Equilibrado;Técnica;;1016 ejercicios/pág.139
200;Calentamiento básico 9;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 40 segundos. Se procederá a: hacer círculos con la pelvis, sentarse a izquierda y derecha de rodillas sin ayuda de las manos, y realizar círculos con el tronco.;14;99;10;8;16;0;0;Colocación;Técnica;;1017 ejercicios/pág.139
201;Calentamiento básico 10;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 40 segundos. Se procederá a: rotar hombros saltando, agarrar ambas manos por detrás de la espalda estirando y elevar el torso doblando las rodillas y con suavidad tocar las rodillas con la cabeza.;14;99;10;8;16;0;0;Defensa;Técnica;;1018 ejercicios/pág.139
202;Juego 3 contra 3 con colocador en movimiento;En cada campo se colocan 3 jugadores y el colocador se sitúa en la mitad de uno de los campos. El entrenador lanza un balón a uno de los jugadores y se monta la jugada acabando en remate suave. Tras ello, rápidamente el colocador se desplaza por debajo de la red al otro campo y se monta la jugada en el mismo. El ejercicio continúa hasta que el balón cae al suelo.;6;99;10;8;16;0;0;Defensa;Técnica;;1019 ejercicios/pág.139
203;Contraataque en situación de estrés;En cada campo se colocan 3 jugadores de campo y un colocador. El entrenador lanza un balón a uno de los jugadores y se monta jugada, permitiendo solamente el remate desde zona zaguera. Si el balón cae al suelo, el entrenador lanza rápidamente otro balón al equipo que ha perdido el punto, sin parar el juego.;14;99;10;8;16;0;0;Defensa;Técnica;;1020 ejercicios/pág.139
204;Remate directo al compañero;Por parejas, A toma un balón y lo remata por encima de la red, que se encuentra a una altura cómoda de remate, B lo toma con las manos y se lo devuelve a A haciéndolo rodar por el suelo. Tras 20 remates, los jugadores se intercambian los papeles.;14;99;10;8;16;0;0;Defensa;Técnica;;1021 ejercicios/pág.139
205;Defensa de remate desde un banco;Por tríos, A se sitúa encima de un banco y realiza un remate a B. Este lo debe recibir correctamente hacia delante y pasárselo a C, que se encuentra entre ambos. Por último, C le pasa de vuelta el balón a A y se repite el ejercicio. ;14;99;10;8;16;0;0;Saque;Técnica;;1022 ejercicios/pág.139
206;Defensa de remate suave;Por parejas, A lanza un balón suave por encima de la red y B lo debe recibir intentando que el balón vaya cerca de la red. A pasa por debajo de la misma y toma el balón para repetirlo.;6;99;10;8;16;0;0;Saque;Táctica;;1023 ejercicios/pág.139
207;Defensa de remate múltiple;En grupos de 5, B se sitúa de cara hacia el resto. Los cuatro compañeros restantes realizan un remate suave hacia B y éste lo recibe devolviendo el balón hacia sus compañeros. Tras haber recibido correctamente 15 remates, otro jugador pasa al papel de B, y B pasa a ser uno de los rematadores. El ejercicio termina cuando los 5 jugadores han recibido todos los balones.;14;99;10;8;16;0;0;Saque;Técnica;;1024 ejercicios/pág.139
208;Saque apuntando a un compañero;A y B se turnan para realizar un saque a C, que se encuentra en el campo contrario. C debe ser capaz de recibir el saque y pasárselo a D, que tomará el balón y se lo volverá a pasar a A y a B.;14;99;10;8;16;0;0;Bloqueo;Táctica;;1025 ejercicios/pág.139
209;Saque apuntando a un compañero y terminando la jugada;A y B se turnan para realizar un saque a C, que se encuentra en el campo contrario. Este debe ser capaz de recibir el balón hacia su colocador, que colocará la pelota y C, u otro compañero, acabará la jugada con un remate.;14;40;10;8;16;0;0;Bloqueo;Técnica;;1026 ejercicios/pág.139
210;Bloqueo simple;Por parejas, A y B se sitúan pegados a la red. A lanza un balón por encima y B lo baja hacia el suelo con el gesto de bloqueo. Tras 15 repeticiones, A y B se intercambian los papeles.;6;40;10;2;16;0;0;Bloqueo;Técnica;;1027 ejercicios/pág.139
211;Bloqueo por zona 3 y 6;Por tríos, A realiza un remate desde zona 4 por encima de la red y C bloquea. Tras ello, B realiza un remate desde zona 3 y C se desplaza hasta allí y bloquea el remate. Tras 10 remates, otro jugador pasa a realizar el bloqueo.;14;40;10;2;16;0;0;Recepción;Técnica;;1028 ejercicios/pág.139
212;Bloqueo y desplazamiento de defensa;Por tríos, A salta en la red sosteniendo el balón, y B empuja la bola con el gesto de bloqueo. Tras ello, C lanza un balón complicado en el campo de B, y este lo recibí con desplazamiento.;5;40;12;8;16;0;0;Equilibrado;Técnica;;1029 ejercicios/pág.139
213;Gestos de voleibol con globo;Cada jugador toma un globo y realiza 10 toques de antebrazos y 10 toques de dedos. El ejercicio se termina cuando todos los jugadores lo han conseguido completar sin que el globo toque el suelo.;14;99;10;8;16;0;0;Remate;Físico;;1030 ejercicios/pág.139
214;Coordinación óculo-manual con globos;Cada jugador toma dos globos y los golpea simultáneamente con las palmas de mano izquierda y derecha. Se debe intentar mantener los dos globos en el aire a la vez el mayor tiempo que se pueda.;14;99;10;8;16;0;0;Equilibrado;Físico;;1031 ejercicios/pág.139
215;Remate con globo;Cada jugador toma un globo y lo lanza al aire por encima de su cabeza. Tras realizar un pequeño salto, el jugador debe golpear el globo con la palma de la mano apuntando hacia el suelo.;14;40;10;8;16;0;0;Defensa;Físico;;1032 ejercicios/pág.139
216;Imitación de desplazamientos;Organizados en el campo como indica la imagen, los distintos jugadores se moverán para realizar los desplazamientos de defensa. El entrenador los podrá parar en determinados momentos para que quedan fijados y se den cuenta de la posición corporal. Los puntos rojos son los líberos y las líneas, el desplazamiento a realizar.;4;18;5;1;99;0;0;Recepción;Técnica;./images/ejer26.png;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
217;Movimientos con los ojos cerrados;Se mandará recorrer una distancia corta, lanzar un balón o pelota pequeña a una determinada zona del campo o correr una distancia en un tiempo dado, con los ojos cerrados, con el objetivo de aumentar la consciencia del campo para el jugador.;14;40;5;1;99;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
218;Pases de balón a zona alejada;Realizar una serie de pases adelantados en carrera por parejas, capturar el balón antes de que salga por la línea final del campo.;4;40;8;2;20;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
219;Salidas en carrera;Salidas en carrera por parejas en distintas posiciones del campo, específicas o no, a coger un balón lanzado adelante, compitiendo con el compañero.;4;40;5;2;40;0;0;Equilibrado;Físico;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
220;Salidas en carrera tocando línea;Salidas en carrera por parejas o cuartetos desde línea de fondo, tocando la línea de mitad de campo y volviendo corriendo a la zona de partida. 10 repeticiones intercaladas con 10 segundos de descanso.;4;40;6;2;40;0;0;Equilibrado;Físico;./images/ejer27.png;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
221;Desplazamientos bordeando obstáculos;Sobre dos referencias separadas 2-4 metros, pueden ser conos o aros,  el jugador realizará desplazamientos bordeándolas. Cada vez realizará un tipo de desplazamiento diferente al anterior, pudiendo ser recto,lateral o con paso cruzado.;4;40;5;2;20;0;0;Equilibrado;Físico;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
222;Pareja de sombra;Por parejas, uno ejecuta rápidamente distintos tipos de desplazamientos y acciones comunicados por el entrenador y el compañero actuará como espejo desplazándose y realizando los ejercicios tan rápidamente como pueda e imitando al compañero.;4;40;5;2;40;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
223;Robo de balón en sprint;Aceleración del jugador para interceptar un balón que se pasan a ritmo constante dos compañeros en una posición estática. Distancia a la línea de pase 3m.;4;40;5;2;40;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
224;Bloqueo y desplazamiento de defensa;Por tríos, A salta en la red sosteniendo el balón, y B empuja la bola con el gesto de bloqueo. Tras ello, C lanza un balón complicado en el campo de B, y este lo recibí con desplazamiento.;14;99;10;8;16;0;0;Equilibrado;Técnica;;1010 ejercicios/pág.139
225;Gestos de voleibol con globo;Cada jugador toma un globo y realiza 10 toques de antebrazos y 10 toques de dedos. El ejercicio se termina cuando todos los jugadores lo han conseguido completar sin que el globo toque el suelo.;14;99;10;8;16;0;0;Remate;Físico;;1011 ejercicios/pág.139
226;Coordinación óculo-manual con globos;Cada jugador toma dos globos y los golpea simultáneamente con las palmas de mano izquierda y derecha. Se debe intentar mantener los dos globos en el aire a la vez el mayor tiempo que se pueda.;14;99;10;8;16;0;0;Equilibrado;Físico;;1012 ejercicios/pág.139
227;Remate con globo;Cada jugador toma un globo y lo lanza al aire por encima de su cabeza. Tras realizar un pequeño salto, el jugador debe golpear el globo con la palma de la mano apuntando hacia el suelo.;14;99;10;8;16;0;0;Equilibrado;Físico;;1013 ejercicios/pág.139
228;Calentamiento básico 13;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 30 segundos. Se procederá a: hacer círculos con los hombros, levantar las rodillas balanceando los brazos, hacer pequeños balanceos sobre la espalda y levantar las rodillas.;14;99;10;8;16;0;0;Equilibrado;Físico;;1014 ejercicios/pág.139
229;Calentamiento básico 14;"El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 30 segundos. Se procederá a: hacer ""8""s con ambos brazos, hacer círculos de hombros inclinados hacia delante, tocar ambos pies con la mano contraria y levantar ambos brazos.";14;99;10;8;16;0;0;Equilibrado;Físico;;1015 ejercicios/pág.139
230;Calentamiento básico 9;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 40 segundos. Se procederá a: hacer círculos con la pelvis, sentarse a izquierda y derecha de rodillas sin ayuda de las manos, y realizar círculos con el tronco.;14;99;10;8;16;0;0;Colocación;Técnica;;1017 ejercicios/pág.139
231;Calentamiento básico 10;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 40 segundos. Se procederá a: rotar hombros saltando, agarrar ambas manos por detrás de la espalda estirando y elevar el torso doblando las rodillas y con suavidad tocar las rodillas con la cabeza.;14;99;10;8;16;0;0;Defensa;Técnica;;1018 ejercicios/pág.139
232;Juego 3 contra 3 con colocador en movimiento;En cada campo se colocan 3 jugadores y el colocador se sitúa en la mitad de uno de los campos. El entrenador lanza un balón a uno de los jugadores y se monta la jugada acabando en remate suave. Tras ello, rápidamente el colocador se desplaza por debajo de la red al otro campo y se monta la jugada en el mismo. El ejercicio continúa hasta que el balón cae al suelo.;6;99;10;8;16;0;0;Defensa;Técnica;;1019 ejercicios/pág.139
233;Contraataque en situación de estrés;En cada campo se colocan 3 jugadores de campo y un colocador. El entrenador lanza un balón a uno de los jugadores y se monta jugada, permitiendo solamente el remate desde zona zaguera. Si el balón cae al suelo, el entrenador lanza rápidamente otro balón al equipo que ha perdido el punto, sin parar el juego.;14;99;10;8;16;0;0;Defensa;Técnica;;1020 ejercicios/pág.139
234;Remate directo al compañero;Por parejas, A toma un balón y lo remata por encima de la red, que se encuentra a una altura cómoda de remate, B lo toma con las manos y se lo devuelve a A haciéndolo rodar por el suelo. Tras 20 remates, los jugadores se intercambian los papeles.;14;99;10;8;16;0;0;Defensa;Técnica;;1021 ejercicios/pág.139
235;Defensa de remate desde un banco;Por tríos, A se sitúa encima de un banco y realiza un remate a B. Este lo debe recibir correctamente hacia delante y pasárselo a C, que se encuentra entre ambos. Por último, C le pasa de vuelta el balón a A y se repite el ejercicio. ;14;99;10;8;16;0;0;Saque;Técnica;;1022 ejercicios/pág.139
236;Defensa de remate suave;Por parejas, A lanza un balón suave por encima de la red y B lo debe recibir intentando que el balón vaya cerca de la red. A pasa por debajo de la misma y toma el balón para repetirlo.;6;99;10;8;16;0;0;Saque;Táctica;;1023 ejercicios/pág.139
237;Defensa de remate múltiple;En grupos de 5, B se sitúa de cara hacia el resto. Los cuatro compañeros restantes realizan un remate suave hacia B y éste lo recibe devolviendo el balón hacia sus compañeros. Tras haber recibido correctamente 15 remates, otro jugador pasa al papel de B, y B pasa a ser uno de los rematadores. El ejercicio termina cuando los 5 jugadores han recibido todos los balones.;14;99;10;8;16;0;0;Saque;Técnica;;1024 ejercicios/pág.139
238;Saque apuntando a un compañero;A y B se turnan para realizar un saque a C, que se encuentra en el campo contrario. C debe ser capaz de recibir el saque y pasárselo a D, que tomará el balón y se lo volverá a pasar a A y a B.;14;99;10;8;16;0;0;Bloqueo;Táctica;;1025 ejercicios/pág.139
239;Saque apuntando a un compañero y terminando la jugada;A y B se turnan para realizar un saque a C, que se encuentra en el campo contrario. Este debe ser capaz de recibir el balón hacia su colocador, que colocará la pelota y C, u otro compañero, acabará la jugada con un remate.;14;40;10;8;16;0;0;Bloqueo;Técnica;;1026 ejercicios/pág.139
240;Bloqueo simple;Por parejas, A y B se sitúan pegados a la red. A lanza un balón por encima y B lo baja hacia el suelo con el gesto de bloqueo. Tras 15 repeticiones, A y B se intercambian los papeles.;6;40;10;2;16;0;0;Bloqueo;Técnica;;1027 ejercicios/pág.139
241;Bloqueo por zona 3 y 6;Por tríos, A realiza un remate desde zona 4 por encima de la red y C bloquea. Tras ello, B realiza un remate desde zona 3 y C se desplaza hasta allí y bloquea el remate. Tras 10 remates, otro jugador pasa a realizar el bloqueo.;14;40;10;2;16;0;0;Recepción;Técnica;;1028 ejercicios/pág.139
242;Bloqueo y desplazamiento de defensa;Por tríos, A salta en la red sosteniendo el balón, y B empuja la bola con el gesto de bloqueo. Tras ello, C lanza un balón complicado en el campo de B, y este lo recibí con desplazamiento.;5;40;12;8;16;0;0;Equilibrado;Técnica;;1029 ejercicios/pág.139
243;Gestos de voleibol con globo;Cada jugador toma un globo y realiza 10 toques de antebrazos y 10 toques de dedos. El ejercicio se termina cuando todos los jugadores lo han conseguido completar sin que el globo toque el suelo.;14;99;10;8;16;0;0;Remate;Físico;;1030 ejercicios/pág.139
244;Coordinación óculo-manual con globos;Cada jugador toma dos globos y los golpea simultáneamente con las palmas de mano izquierda y derecha. Se debe intentar mantener los dos globos en el aire a la vez el mayor tiempo que se pueda.;14;99;10;8;16;0;0;Equilibrado;Físico;;1031 ejercicios/pág.139
245;Remate con globo;Cada jugador toma un globo y lo lanza al aire por encima de su cabeza. Tras realizar un pequeño salto, el jugador debe golpear el globo con la palma de la mano apuntando hacia el suelo.;14;40;10;8;16;0;0;Defensa;Físico;;1032 ejercicios/pág.139
246;Imitación de desplazamientos;Organizados en el campo como indica la imagen, los distintos jugadores se moverán para realizar los desplazamientos de defensa. El entrenador los podrá parar en determinados momentos para que quedan fijados y se den cuenta de la posición corporal. Los puntos rojos son los líberos y las líneas, el desplazamiento a realizar.;4;18;5;1;99;0;0;Recepción;Técnica;./images/ejer26.png;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
247;Movimientos con los ojos cerrados;Se mandará recorrer una distancia corta, lanzar un balón o pelota pequeña a una determinada zona del campo o correr una distancia en un tiempo dado, con los ojos cerrados, con el objetivo de aumentar la consciencia del campo para el jugador.;14;40;5;1;99;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
248;Pases de balón a zona alejada;Realizar una serie de pases adelantados en carrera por parejas, capturar el balón antes de que salga por la línea final del campo.;4;40;8;2;20;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
249;Salidas en carrera;Salidas en carrera por parejas en distintas posiciones del campo, específicas o no, a coger un balón lanzado adelante, compitiendo con el compañero.;4;40;5;2;40;0;0;Equilibrado;Físico;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
250;Salidas en carrera tocando línea;Salidas en carrera por parejas o cuartetos desde línea de fondo, tocando la línea de mitad de campo y volviendo corriendo a la zona de partida. 10 repeticiones intercaladas con 10 segundos de descanso.;4;40;6;2;40;0;0;Equilibrado;Físico;./images/ejer27.png;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
251;Desplazamientos bordeando obstáculos;Sobre dos referencias separadas 2-4 metros, pueden ser conos o aros,  el jugador realizará desplazamientos bordeándolas. Cada vez realizará un tipo de desplazamiento diferente al anterior, pudiendo ser recto,lateral o con paso cruzado.;4;40;5;2;20;0;0;Equilibrado;Físico;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
252;Pareja de sombra;Por parejas, uno ejecuta rápidamente distintos tipos de desplazamientos y acciones comunicados por el entrenador y el compañero actuará como espejo desplazándose y realizando los ejercicios tan rápidamente como pueda e imitando al compañero.;4;40;5;2;40;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
253;Robo de balón en sprint;Aceleración del jugador para interceptar un balón que se pasan a ritmo constante dos compañeros en una posición estática. Distancia a la línea de pase 3m.;4;40;5;2;40;0;0;Equilibrado;Equilibrado;;Dialnet-EjerciciosParaElJugadorLiberoEnElVoleibolComoDepor
254;Bloqueo y desplazamiento de defensa;Por tríos, A salta en la red sosteniendo el balón, y B empuja la bola con el gesto de bloqueo. Tras ello, C lanza un balón complicado en el campo de B, y este lo recibí con desplazamiento.;14;99;10;8;16;0;0;Equilibrado;Técnica;;1010 ejercicios/pág.139
255;Gestos de voleibol con globo;Cada jugador toma un globo y realiza 10 toques de antebrazos y 10 toques de dedos. El ejercicio se termina cuando todos los jugadores lo han conseguido completar sin que el globo toque el suelo.;14;99;10;8;16;0;0;Remate;Físico;;1011 ejercicios/pág.139
256;Coordinación óculo-manual con globos;Cada jugador toma dos globos y los golpea simultáneamente con las palmas de mano izquierda y derecha. Se debe intentar mantener los dos globos en el aire a la vez el mayor tiempo que se pueda.;14;99;10;8;16;0;0;Equilibrado;Físico;;1012 ejercicios/pág.139
257;Remate con globo;Cada jugador toma un globo y lo lanza al aire por encima de su cabeza. Tras realizar un pequeño salto, el jugador debe golpear el globo con la palma de la mano apuntando hacia el suelo.;14;99;10;8;16;0;0;Equilibrado;Físico;;1013 ejercicios/pág.139
258;Calentamiento básico 6;El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 30 segundos. Se procederá a: hacer círculos con los hombros, levantar las rodillas balanceando los brazos, hacer pequeños balanceos sobre la espalda y levantar las rodillas.;14;99;10;8;16;0;0;Equilibrado;Físico;;1014 ejercicios/pág.139
259;Calentamiento básico 7;"El equipo realiza al mismo tiempo una serie de gestos para calentar, cada ejercicio tiene una duración de unos 30 segundos. Se procederá a: hacer ""8""s con ambos brazos, hacer círculos de hombros inclinados hacia delante, tocar ambos pies con la mano contraria y levantar ambos brazos.";14;99;10;8;16;0;0;Equilibrado;Físico;;1015 ejercicios/pág.139
